v1	V(n001)	I(D1)
9.951999999999086e-001	9.952000e-001	2.754116e-001
9.952999999999086e-001	9.953000e-001	2.755482e-001
9.953999999999086e-001	9.954000e-001	2.756847e-001
9.954999999999086e-001	9.955000e-001	2.758212e-001
9.955999999999086e-001	9.956000e-001	2.759578e-001
9.956999999999086e-001	9.957000e-001	2.760944e-001
9.957999999999085e-001	9.958000e-001	2.762310e-001
9.958999999999085e-001	9.959000e-001	2.763676e-001
9.959999999999085e-001	9.960000e-001	2.765042e-001
9.960999999999085e-001	9.961000e-001	2.766409e-001
9.961999999999085e-001	9.962000e-001	2.767775e-001
9.962999999999085e-001	9.963000e-001	2.769142e-001
9.963999999999085e-001	9.964000e-001	2.770509e-001
9.964999999999085e-001	9.965000e-001	2.771876e-001
9.965999999999085e-001	9.966000e-001	2.773243e-001
9.966999999999084e-001	9.967000e-001	2.774610e-001
9.967999999999084e-001	9.968000e-001	2.775978e-001
9.968999999999084e-001	9.969000e-001	2.777345e-001
9.969999999999084e-001	9.970000e-001	2.778713e-001
9.970999999999084e-001	9.971000e-001	2.780081e-001
9.971999999999084e-001	9.972000e-001	2.781449e-001
9.972999999999084e-001	9.973000e-001	2.782817e-001
9.973999999999084e-001	9.974000e-001	2.784186e-001
9.974999999999084e-001	9.975000e-001	2.785554e-001
9.975999999999083e-001	9.976000e-001	2.786923e-001
9.976999999999083e-001	9.977000e-001	2.788292e-001
9.977999999999083e-001	9.978000e-001	2.789661e-001
9.978999999999083e-001	9.979000e-001	2.791030e-001
9.979999999999083e-001	9.980000e-001	2.792399e-001
9.980999999999083e-001	9.981000e-001	2.793768e-001
9.981999999999083e-001	9.982000e-001	2.795138e-001
9.982999999999083e-001	9.983000e-001	2.796507e-001
9.983999999999083e-001	9.984000e-001	2.797877e-001
9.984999999999082e-001	9.985000e-001	2.799248e-001
9.985999999999082e-001	9.986000e-001	2.800618e-001
9.986999999999082e-001	9.987000e-001	2.801988e-001
9.987999999999082e-001	9.988000e-001	2.803358e-001
9.988999999999082e-001	9.989000e-001	2.804729e-001
9.989999999999082e-001	9.990000e-001	2.806100e-001
9.990999999999082e-001	9.991000e-001	2.807471e-001
9.991999999999082e-001	9.992000e-001	2.808842e-001
9.992999999999082e-001	9.993000e-001	2.810213e-001
9.993999999999081e-001	9.994000e-001	2.811584e-001
9.994999999999081e-001	9.995000e-001	2.812956e-001
9.995999999999081e-001	9.996000e-001	2.814327e-001
9.996999999999081e-001	9.997000e-001	2.815699e-001
9.997999999999081e-001	9.998000e-001	2.817071e-001
9.998999999999081e-001	9.999000e-001	2.818443e-001
9.999999999999081e-001	1.000000e+000	2.819815e-001
1.000099999999908e+000	1.000100e+000	2.821188e-001
1.000199999999908e+000	1.000200e+000	2.822560e-001
1.000299999999908e+000	1.000300e+000	2.823933e-001
1.000399999999908e+000	1.000400e+000	2.825306e-001
1.000499999999908e+000	1.000500e+000	2.826679e-001
1.000599999999908e+000	1.000600e+000	2.828052e-001
1.000699999999908e+000	1.000700e+000	2.829425e-001
1.000799999999908e+000	1.000800e+000	2.830798e-001
1.000899999999908e+000	1.000900e+000	2.832172e-001
1.000999999999908e+000	1.001000e+000	2.833546e-001
1.001099999999908e+000	1.001100e+000	2.834920e-001
1.001199999999908e+000	1.001200e+000	2.836294e-001
1.001299999999908e+000	1.001300e+000	2.837668e-001
1.001399999999908e+000	1.001400e+000	2.839042e-001
1.001499999999908e+000	1.001500e+000	2.840416e-001
1.001599999999908e+000	1.001600e+000	2.841791e-001
1.001699999999908e+000	1.001700e+000	2.843166e-001
1.001799999999908e+000	1.001800e+000	2.844540e-001
1.001899999999908e+000	1.001900e+000	2.845916e-001
1.001999999999908e+000	1.002000e+000	2.847291e-001
1.002099999999908e+000	1.002100e+000	2.848666e-001
1.002199999999908e+000	1.002200e+000	2.850041e-001
1.002299999999908e+000	1.002300e+000	2.851417e-001
1.002399999999908e+000	1.002400e+000	2.852793e-001
1.002499999999908e+000	1.002500e+000	2.854169e-001
1.002599999999908e+000	1.002600e+000	2.855545e-001
1.002699999999908e+000	1.002700e+000	2.856921e-001
1.002799999999908e+000	1.002800e+000	2.858297e-001
1.002899999999908e+000	1.002900e+000	2.859674e-001
1.002999999999908e+000	1.003000e+000	2.861050e-001
1.003099999999908e+000	1.003100e+000	2.862427e-001
1.003199999999908e+000	1.003200e+000	2.863804e-001
1.003299999999908e+000	1.003300e+000	2.865181e-001
1.003399999999908e+000	1.003400e+000	2.866558e-001
1.003499999999908e+000	1.003500e+000	2.867935e-001
1.003599999999908e+000	1.003600e+000	2.869313e-001
1.003699999999908e+000	1.003700e+000	2.870691e-001
1.003799999999908e+000	1.003800e+000	2.872068e-001
1.003899999999908e+000	1.003900e+000	2.873446e-001
1.003999999999908e+000	1.004000e+000	2.874824e-001
1.004099999999908e+000	1.004100e+000	2.876202e-001
1.004199999999908e+000	1.004200e+000	2.877581e-001
1.004299999999908e+000	1.004300e+000	2.878959e-001
1.004399999999908e+000	1.004400e+000	2.880338e-001
1.004499999999908e+000	1.004500e+000	2.881716e-001
1.004599999999908e+000	1.004600e+000	2.883095e-001
1.004699999999908e+000	1.004700e+000	2.884474e-001
1.004799999999908e+000	1.004800e+000	2.885854e-001
1.004899999999908e+000	1.004900e+000	2.887233e-001
1.004999999999908e+000	1.005000e+000	2.888612e-001
1.005099999999908e+000	1.005100e+000	2.889992e-001
1.005199999999908e+000	1.005200e+000	2.891372e-001
1.005299999999908e+000	1.005300e+000	2.892752e-001
1.005399999999908e+000	1.005400e+000	2.894132e-001
1.005499999999908e+000	1.005500e+000	2.895512e-001
1.005599999999908e+000	1.005600e+000	2.896892e-001
1.005699999999907e+000	1.005700e+000	2.898273e-001
1.005799999999907e+000	1.005800e+000	2.899653e-001
1.005899999999907e+000	1.005900e+000	2.901034e-001
1.005999999999907e+000	1.006000e+000	2.902415e-001
1.006099999999907e+000	1.006100e+000	2.903796e-001
1.006199999999907e+000	1.006200e+000	2.905177e-001
1.006299999999907e+000	1.006300e+000	2.906559e-001
1.006399999999907e+000	1.006400e+000	2.907940e-001
1.006499999999907e+000	1.006500e+000	2.909322e-001
1.006599999999907e+000	1.006600e+000	2.910703e-001
1.006699999999907e+000	1.006700e+000	2.912085e-001
1.006799999999907e+000	1.006800e+000	2.913467e-001
1.006899999999907e+000	1.006900e+000	2.914850e-001
1.006999999999907e+000	1.007000e+000	2.916232e-001
1.007099999999907e+000	1.007100e+000	2.917614e-001
1.007199999999907e+000	1.007200e+000	2.918997e-001
1.007299999999907e+000	1.007300e+000	2.920380e-001
1.007399999999907e+000	1.007400e+000	2.921762e-001
1.007499999999907e+000	1.007500e+000	2.923146e-001
1.007599999999907e+000	1.007600e+000	2.924529e-001
1.007699999999907e+000	1.007700e+000	2.925912e-001
1.007799999999907e+000	1.007800e+000	2.927295e-001
1.007899999999907e+000	1.007900e+000	2.928679e-001
1.007999999999907e+000	1.008000e+000	2.930063e-001
1.008099999999907e+000	1.008100e+000	2.931446e-001
1.008199999999907e+000	1.008200e+000	2.932830e-001
1.008299999999907e+000	1.008300e+000	2.934214e-001
1.008399999999907e+000	1.008400e+000	2.935599e-001
1.008499999999907e+000	1.008500e+000	2.936983e-001
1.008599999999907e+000	1.008600e+000	2.938368e-001
1.008699999999907e+000	1.008700e+000	2.939753e-001
1.008799999999907e+000	1.008800e+000	2.941137e-001
1.008899999999907e+000	1.008900e+000	2.942522e-001
1.008999999999907e+000	1.009000e+000	2.943907e-001
1.009099999999907e+000	1.009100e+000	2.945293e-001
1.009199999999907e+000	1.009200e+000	2.946678e-001
1.009299999999907e+000	1.009300e+000	2.948064e-001
1.009399999999907e+000	1.009400e+000	2.949449e-001
1.009499999999907e+000	1.009500e+000	2.950835e-001
1.009599999999907e+000	1.009600e+000	2.952221e-001
1.009699999999907e+000	1.009700e+000	2.953607e-001
1.009799999999907e+000	1.009800e+000	2.954993e-001
1.009899999999907e+000	1.009900e+000	2.956380e-001
1.009999999999907e+000	1.010000e+000	2.957766e-001
1.010099999999907e+000	1.010100e+000	2.959153e-001
1.010199999999907e+000	1.010200e+000	2.960539e-001
1.010299999999907e+000	1.010300e+000	2.961926e-001
1.010399999999907e+000	1.010400e+000	2.963313e-001
1.010499999999907e+000	1.010500e+000	2.964701e-001
1.010599999999907e+000	1.010600e+000	2.966088e-001
1.010699999999907e+000	1.010700e+000	2.967475e-001
1.010799999999907e+000	1.010800e+000	2.968863e-001
1.010899999999907e+000	1.010900e+000	2.970251e-001
1.010999999999907e+000	1.011000e+000	2.971639e-001
1.011099999999907e+000	1.011100e+000	2.973027e-001
1.011199999999907e+000	1.011200e+000	2.974415e-001
1.011299999999907e+000	1.011300e+000	2.975803e-001
1.011399999999907e+000	1.011400e+000	2.977192e-001
1.011499999999907e+000	1.011500e+000	2.978580e-001
1.011599999999907e+000	1.011600e+000	2.979969e-001
1.011699999999907e+000	1.011700e+000	2.981358e-001
1.011799999999907e+000	1.011800e+000	2.982747e-001
1.011899999999907e+000	1.011900e+000	2.984136e-001
1.011999999999907e+000	1.012000e+000	2.985525e-001
1.012099999999907e+000	1.012100e+000	2.986914e-001
1.012199999999907e+000	1.012200e+000	2.988304e-001
1.012299999999907e+000	1.012300e+000	2.989693e-001
1.012399999999907e+000	1.012400e+000	2.991083e-001
1.012499999999907e+000	1.012500e+000	2.992473e-001
1.012599999999907e+000	1.012600e+000	2.993863e-001
1.012699999999907e+000	1.012700e+000	2.995254e-001
1.012799999999907e+000	1.012800e+000	2.996644e-001
1.012899999999907e+000	1.012900e+000	2.998034e-001
1.012999999999907e+000	1.013000e+000	2.999425e-001
1.013099999999907e+000	1.013100e+000	3.000816e-001
1.013199999999907e+000	1.013200e+000	3.002206e-001
1.013299999999907e+000	1.013300e+000	3.003597e-001
1.013399999999907e+000	1.013400e+000	3.004988e-001
1.013499999999907e+000	1.013500e+000	3.006380e-001
1.013599999999907e+000	1.013600e+000	3.007771e-001
1.013699999999907e+000	1.013700e+000	3.009163e-001
1.013799999999907e+000	1.013800e+000	3.010554e-001
1.013899999999907e+000	1.013900e+000	3.011946e-001
1.013999999999907e+000	1.014000e+000	3.013338e-001
1.014099999999907e+000	1.014100e+000	3.014730e-001
1.014199999999907e+000	1.014200e+000	3.016123e-001
1.014299999999907e+000	1.014300e+000	3.017515e-001
1.014399999999907e+000	1.014400e+000	3.018907e-001
1.014499999999907e+000	1.014500e+000	3.020300e-001
1.014599999999907e+000	1.014600e+000	3.021693e-001
1.014699999999907e+000	1.014700e+000	3.023086e-001
1.014799999999906e+000	1.014800e+000	3.024479e-001
1.014899999999906e+000	1.014900e+000	3.025872e-001
1.014999999999906e+000	1.015000e+000	3.027265e-001
1.015099999999906e+000	1.015100e+000	3.028658e-001
1.015199999999906e+000	1.015200e+000	3.030052e-001
1.015299999999906e+000	1.015300e+000	3.031446e-001
1.015399999999906e+000	1.015400e+000	3.032840e-001
1.015499999999906e+000	1.015500e+000	3.034233e-001
1.015599999999906e+000	1.015600e+000	3.035628e-001
1.015699999999906e+000	1.015700e+000	3.037022e-001
1.015799999999906e+000	1.015800e+000	3.038416e-001
1.015899999999906e+000	1.015900e+000	3.039811e-001
1.015999999999906e+000	1.016000e+000	3.041205e-001
1.016099999999906e+000	1.016100e+000	3.042600e-001
1.016199999999906e+000	1.016200e+000	3.043995e-001
1.016299999999906e+000	1.016300e+000	3.045390e-001
1.016399999999906e+000	1.016400e+000	3.046785e-001
1.016499999999906e+000	1.016500e+000	3.048180e-001
1.016599999999906e+000	1.016600e+000	3.049576e-001
1.016699999999906e+000	1.016700e+000	3.050971e-001
1.016799999999906e+000	1.016800e+000	3.052367e-001
1.016899999999906e+000	1.016900e+000	3.053763e-001
1.016999999999906e+000	1.017000e+000	3.055159e-001
1.017099999999906e+000	1.017100e+000	3.056555e-001
1.017199999999906e+000	1.017200e+000	3.057951e-001
1.017299999999906e+000	1.017300e+000	3.059348e-001
1.017399999999906e+000	1.017400e+000	3.060744e-001
1.017499999999906e+000	1.017500e+000	3.062141e-001
1.017599999999906e+000	1.017600e+000	3.063537e-001
1.017699999999906e+000	1.017700e+000	3.064934e-001
1.017799999999906e+000	1.017800e+000	3.066331e-001
1.017899999999906e+000	1.017900e+000	3.067728e-001
1.017999999999906e+000	1.018000e+000	3.069126e-001
1.018099999999906e+000	1.018100e+000	3.070523e-001
1.018199999999906e+000	1.018200e+000	3.071921e-001
1.018299999999906e+000	1.018300e+000	3.073318e-001
1.018399999999906e+000	1.018400e+000	3.074716e-001
1.018499999999906e+000	1.018500e+000	3.076114e-001
1.018599999999906e+000	1.018600e+000	3.077512e-001
1.018699999999906e+000	1.018700e+000	3.078910e-001
1.018799999999906e+000	1.018800e+000	3.080308e-001
1.018899999999906e+000	1.018900e+000	3.081707e-001
1.018999999999906e+000	1.019000e+000	3.083105e-001
1.019099999999906e+000	1.019100e+000	3.084504e-001
1.019199999999906e+000	1.019200e+000	3.085903e-001
1.019299999999906e+000	1.019300e+000	3.087302e-001
1.019399999999906e+000	1.019400e+000	3.088701e-001
1.019499999999906e+000	1.019500e+000	3.090100e-001
1.019599999999906e+000	1.019600e+000	3.091500e-001
1.019699999999906e+000	1.019700e+000	3.092899e-001
1.019799999999906e+000	1.019800e+000	3.094299e-001
1.019899999999906e+000	1.019900e+000	3.095698e-001
1.019999999999906e+000	1.020000e+000	3.097098e-001
1.020099999999906e+000	1.020100e+000	3.098498e-001
1.020199999999906e+000	1.020200e+000	3.099898e-001
1.020299999999906e+000	1.020300e+000	3.101299e-001
1.020399999999906e+000	1.020400e+000	3.102699e-001
1.020499999999906e+000	1.020500e+000	3.104100e-001
1.020599999999906e+000	1.020600e+000	3.105500e-001
1.020699999999906e+000	1.020700e+000	3.106901e-001
1.020799999999906e+000	1.020800e+000	3.108302e-001
1.020899999999906e+000	1.020900e+000	3.109703e-001
1.020999999999906e+000	1.021000e+000	3.111104e-001
1.021099999999906e+000	1.021100e+000	3.112506e-001
1.021199999999906e+000	1.021200e+000	3.113907e-001
1.021299999999906e+000	1.021300e+000	3.115309e-001
1.021399999999906e+000	1.021400e+000	3.116710e-001
1.021499999999906e+000	1.021500e+000	3.118112e-001
1.021599999999906e+000	1.021600e+000	3.119514e-001
1.021699999999906e+000	1.021700e+000	3.120916e-001
1.021799999999906e+000	1.021800e+000	3.122318e-001
1.021899999999906e+000	1.021900e+000	3.123721e-001
1.021999999999906e+000	1.022000e+000	3.125123e-001
1.022099999999906e+000	1.022100e+000	3.126526e-001
1.022199999999906e+000	1.022200e+000	3.127928e-001
1.022299999999906e+000	1.022300e+000	3.129331e-001
1.022399999999906e+000	1.022400e+000	3.130734e-001
1.022499999999906e+000	1.022500e+000	3.132137e-001
1.022599999999906e+000	1.022600e+000	3.133540e-001
1.022699999999906e+000	1.022700e+000	3.134944e-001
1.022799999999906e+000	1.022800e+000	3.136347e-001
1.022899999999906e+000	1.022900e+000	3.137751e-001
1.022999999999906e+000	1.023000e+000	3.139155e-001
1.023099999999906e+000	1.023100e+000	3.140558e-001
1.023199999999906e+000	1.023200e+000	3.141962e-001
1.023299999999906e+000	1.023300e+000	3.143367e-001
1.023399999999906e+000	1.023400e+000	3.144771e-001
1.023499999999906e+000	1.023500e+000	3.146175e-001
1.023599999999906e+000	1.023600e+000	3.147580e-001
1.023699999999906e+000	1.023700e+000	3.148984e-001
1.023799999999906e+000	1.023800e+000	3.150389e-001
1.023899999999905e+000	1.023900e+000	3.151794e-001
1.023999999999905e+000	1.024000e+000	3.153199e-001
1.024099999999905e+000	1.024100e+000	3.154604e-001
1.024199999999905e+000	1.024200e+000	3.156009e-001
1.024299999999905e+000	1.024300e+000	3.157414e-001
1.024399999999905e+000	1.024400e+000	3.158820e-001
1.024499999999905e+000	1.024500e+000	3.160226e-001
1.024599999999905e+000	1.024600e+000	3.161632e-001
1.024699999999905e+000	1.024700e+000	3.163037e-001
1.024799999999905e+000	1.024800e+000	3.164443e-001
1.024899999999905e+000	1.024900e+000	3.165849e-001
1.024999999999905e+000	1.025000e+000	3.167256e-001
1.025099999999905e+000	1.025100e+000	3.168662e-001
1.025199999999905e+000	1.025200e+000	3.170069e-001
1.025299999999905e+000	1.025300e+000	3.171475e-001
1.025399999999905e+000	1.025400e+000	3.172882e-001
1.025499999999905e+000	1.025500e+000	3.174289e-001
1.025599999999905e+000	1.025600e+000	3.175696e-001
1.025699999999905e+000	1.025700e+000	3.177103e-001
1.025799999999905e+000	1.025800e+000	3.178510e-001
1.025899999999905e+000	1.025900e+000	3.179918e-001
1.025999999999905e+000	1.026000e+000	3.181325e-001
1.026099999999905e+000	1.026100e+000	3.182733e-001
1.026199999999905e+000	1.026200e+000	3.184141e-001
1.026299999999905e+000	1.026300e+000	3.185548e-001
1.026399999999905e+000	1.026400e+000	3.186957e-001
1.026499999999905e+000	1.026500e+000	3.188365e-001
1.026599999999905e+000	1.026600e+000	3.189773e-001
1.026699999999905e+000	1.026700e+000	3.191181e-001
1.026799999999905e+000	1.026800e+000	3.192590e-001
1.026899999999905e+000	1.026900e+000	3.193999e-001
1.026999999999905e+000	1.027000e+000	3.195407e-001
1.027099999999905e+000	1.027100e+000	3.196816e-001
1.027199999999905e+000	1.027200e+000	3.198225e-001
1.027299999999905e+000	1.027300e+000	3.199634e-001
1.027399999999905e+000	1.027400e+000	3.201044e-001
1.027499999999905e+000	1.027500e+000	3.202453e-001
1.027599999999905e+000	1.027600e+000	3.203862e-001
1.027699999999905e+000	1.027700e+000	3.205272e-001
1.027799999999905e+000	1.027800e+000	3.206682e-001
1.027899999999905e+000	1.027900e+000	3.208092e-001
1.027999999999905e+000	1.028000e+000	3.209502e-001
1.028099999999905e+000	1.028100e+000	3.210912e-001
1.028199999999905e+000	1.028200e+000	3.212322e-001
1.028299999999905e+000	1.028300e+000	3.213732e-001
1.028399999999905e+000	1.028400e+000	3.215143e-001
1.028499999999905e+000	1.028500e+000	3.216553e-001
1.028599999999905e+000	1.028600e+000	3.217964e-001
1.028699999999905e+000	1.028700e+000	3.219375e-001
1.028799999999905e+000	1.028800e+000	3.220786e-001
1.028899999999905e+000	1.028900e+000	3.222197e-001
1.028999999999905e+000	1.029000e+000	3.223608e-001
1.029099999999905e+000	1.029100e+000	3.225020e-001
1.029199999999905e+000	1.029200e+000	3.226431e-001
1.029299999999905e+000	1.029300e+000	3.227843e-001
1.029399999999905e+000	1.029400e+000	3.229254e-001
1.029499999999905e+000	1.029500e+000	3.230666e-001
1.029599999999905e+000	1.029600e+000	3.232078e-001
1.029699999999905e+000	1.029700e+000	3.233490e-001
1.029799999999905e+000	1.029800e+000	3.234903e-001
1.029899999999905e+000	1.029900e+000	3.236315e-001
1.029999999999905e+000	1.030000e+000	3.237727e-001
1.030099999999905e+000	1.030100e+000	3.239140e-001
1.030199999999905e+000	1.030200e+000	3.240553e-001
1.030299999999905e+000	1.030300e+000	3.241965e-001
1.030399999999905e+000	1.030400e+000	3.243378e-001
1.030499999999905e+000	1.030500e+000	3.244791e-001
1.030599999999905e+000	1.030600e+000	3.246205e-001
1.030699999999905e+000	1.030700e+000	3.247618e-001
1.030799999999905e+000	1.030800e+000	3.249031e-001
1.030899999999905e+000	1.030900e+000	3.250445e-001
1.030999999999905e+000	1.031000e+000	3.251859e-001
1.031099999999905e+000	1.031100e+000	3.253272e-001
1.031199999999905e+000	1.031200e+000	3.254686e-001
1.031299999999905e+000	1.031300e+000	3.256100e-001
1.031399999999905e+000	1.031400e+000	3.257514e-001
1.031499999999905e+000	1.031500e+000	3.258929e-001
1.031599999999905e+000	1.031600e+000	3.260343e-001
1.031699999999905e+000	1.031700e+000	3.261757e-001
1.031799999999905e+000	1.031800e+000	3.263172e-001
1.031899999999905e+000	1.031900e+000	3.264587e-001
1.031999999999905e+000	1.032000e+000	3.266002e-001
1.032099999999905e+000	1.032100e+000	3.267417e-001
1.032199999999905e+000	1.032200e+000	3.268832e-001
1.032299999999905e+000	1.032300e+000	3.270247e-001
1.032399999999905e+000	1.032400e+000	3.271663e-001
1.032499999999905e+000	1.032500e+000	3.273078e-001
1.032599999999905e+000	1.032600e+000	3.274494e-001
1.032699999999905e+000	1.032700e+000	3.275909e-001
1.032799999999905e+000	1.032800e+000	3.277325e-001
1.032899999999905e+000	1.032900e+000	3.278741e-001
1.032999999999904e+000	1.033000e+000	3.280157e-001
1.033099999999904e+000	1.033100e+000	3.281573e-001
1.033199999999904e+000	1.033200e+000	3.282990e-001
1.033299999999904e+000	1.033300e+000	3.284406e-001
1.033399999999904e+000	1.033400e+000	3.285823e-001
1.033499999999904e+000	1.033500e+000	3.287239e-001
1.033599999999904e+000	1.033600e+000	3.288656e-001
1.033699999999904e+000	1.033700e+000	3.290073e-001
1.033799999999904e+000	1.033800e+000	3.291490e-001
1.033899999999904e+000	1.033900e+000	3.292907e-001
1.033999999999904e+000	1.034000e+000	3.294324e-001
1.034099999999904e+000	1.034100e+000	3.295742e-001
1.034199999999904e+000	1.034200e+000	3.297159e-001
1.034299999999904e+000	1.034300e+000	3.298577e-001
1.034399999999904e+000	1.034400e+000	3.299994e-001
1.034499999999904e+000	1.034500e+000	3.301412e-001
1.034599999999904e+000	1.034600e+000	3.302830e-001
1.034699999999904e+000	1.034700e+000	3.304248e-001
1.034799999999904e+000	1.034800e+000	3.305667e-001
1.034899999999904e+000	1.034900e+000	3.307085e-001
1.034999999999904e+000	1.035000e+000	3.308504e-001
1.035099999999904e+000	1.035100e+000	3.309922e-001
1.035199999999904e+000	1.035200e+000	3.311341e-001
1.035299999999904e+000	1.035300e+000	3.312759e-001
1.035399999999904e+000	1.035400e+000	3.314179e-001
1.035499999999904e+000	1.035500e+000	3.315597e-001
1.035599999999904e+000	1.035600e+000	3.317017e-001
1.035699999999904e+000	1.035700e+000	3.318436e-001
1.035799999999904e+000	1.035800e+000	3.319855e-001
1.035899999999904e+000	1.035900e+000	3.321275e-001
1.035999999999904e+000	1.036000e+000	3.322695e-001
1.036099999999904e+000	1.036100e+000	3.324114e-001
1.036199999999904e+000	1.036200e+000	3.325534e-001
1.036299999999904e+000	1.036300e+000	3.326954e-001
1.036399999999904e+000	1.036400e+000	3.328374e-001
1.036499999999904e+000	1.036500e+000	3.329794e-001
1.036599999999904e+000	1.036600e+000	3.331215e-001
1.036699999999904e+000	1.036700e+000	3.332635e-001
1.036799999999904e+000	1.036800e+000	3.334056e-001
1.036899999999904e+000	1.036900e+000	3.335477e-001
1.036999999999904e+000	1.037000e+000	3.336897e-001
1.037099999999904e+000	1.037100e+000	3.338318e-001
1.037199999999904e+000	1.037200e+000	3.339739e-001
1.037299999999904e+000	1.037300e+000	3.341160e-001
1.037399999999904e+000	1.037400e+000	3.342581e-001
1.037499999999904e+000	1.037500e+000	3.344003e-001
1.037599999999904e+000	1.037600e+000	3.345425e-001
1.037699999999904e+000	1.037700e+000	3.346846e-001
1.037799999999904e+000	1.037800e+000	3.348268e-001
1.037899999999904e+000	1.037900e+000	3.349690e-001
1.037999999999904e+000	1.038000e+000	3.351111e-001
1.038099999999904e+000	1.038100e+000	3.352534e-001
1.038199999999904e+000	1.038200e+000	3.353956e-001
1.038299999999904e+000	1.038300e+000	3.355378e-001
1.038399999999904e+000	1.038400e+000	3.356801e-001
1.038499999999904e+000	1.038500e+000	3.358223e-001
1.038599999999904e+000	1.038600e+000	3.359646e-001
1.038699999999904e+000	1.038700e+000	3.361069e-001
1.038799999999904e+000	1.038800e+000	3.362491e-001
1.038899999999904e+000	1.038900e+000	3.363914e-001
1.038999999999904e+000	1.039000e+000	3.365338e-001
1.039099999999904e+000	1.039100e+000	3.366761e-001
1.039199999999904e+000	1.039200e+000	3.368184e-001
1.039299999999904e+000	1.039300e+000	3.369608e-001
1.039399999999904e+000	1.039400e+000	3.371031e-001
1.039499999999904e+000	1.039500e+000	3.372455e-001
1.039599999999904e+000	1.039600e+000	3.373879e-001
1.039699999999904e+000	1.039700e+000	3.375303e-001
1.039799999999904e+000	1.039800e+000	3.376727e-001
1.039899999999904e+000	1.039900e+000	3.378151e-001
1.039999999999904e+000	1.040000e+000	3.379575e-001
1.040099999999904e+000	1.040100e+000	3.381000e-001
1.040199999999904e+000	1.040200e+000	3.382424e-001
1.040299999999904e+000	1.040300e+000	3.383849e-001
1.040399999999904e+000	1.040400e+000	3.385273e-001
1.040499999999904e+000	1.040500e+000	3.386698e-001
1.040599999999904e+000	1.040600e+000	3.388123e-001
1.040699999999904e+000	1.040700e+000	3.389548e-001
1.040799999999904e+000	1.040800e+000	3.390973e-001
1.040899999999904e+000	1.040900e+000	3.392399e-001
1.040999999999904e+000	1.041000e+000	3.393824e-001
1.041099999999904e+000	1.041100e+000	3.395250e-001
1.041199999999904e+000	1.041200e+000	3.396675e-001
1.041299999999904e+000	1.041300e+000	3.398101e-001
1.041399999999904e+000	1.041400e+000	3.399527e-001
1.041499999999904e+000	1.041500e+000	3.400953e-001
1.041599999999904e+000	1.041600e+000	3.402379e-001
1.041699999999904e+000	1.041700e+000	3.403805e-001
1.041799999999904e+000	1.041800e+000	3.405232e-001
1.041899999999904e+000	1.041900e+000	3.406658e-001
1.041999999999903e+000	1.042000e+000	3.408085e-001
1.042099999999903e+000	1.042100e+000	3.409511e-001
1.042199999999903e+000	1.042200e+000	3.410938e-001
1.042299999999903e+000	1.042300e+000	3.412365e-001
1.042399999999903e+000	1.042400e+000	3.413792e-001
1.042499999999903e+000	1.042500e+000	3.415219e-001
1.042599999999903e+000	1.042600e+000	3.416646e-001
1.042699999999903e+000	1.042700e+000	3.418073e-001
1.042799999999903e+000	1.042800e+000	3.419501e-001
1.042899999999903e+000	1.042900e+000	3.420928e-001
1.042999999999903e+000	1.043000e+000	3.422356e-001
1.043099999999903e+000	1.043100e+000	3.423784e-001
1.043199999999903e+000	1.043200e+000	3.425212e-001
1.043299999999903e+000	1.043300e+000	3.426640e-001
1.043399999999903e+000	1.043400e+000	3.428068e-001
1.043499999999903e+000	1.043500e+000	3.429496e-001
1.043599999999903e+000	1.043600e+000	3.430925e-001
1.043699999999903e+000	1.043700e+000	3.432353e-001
1.043799999999903e+000	1.043800e+000	3.433782e-001
1.043899999999903e+000	1.043900e+000	3.435210e-001
1.043999999999903e+000	1.044000e+000	3.436639e-001
1.044099999999903e+000	1.044100e+000	3.438068e-001
1.044199999999903e+000	1.044200e+000	3.439497e-001
1.044299999999903e+000	1.044300e+000	3.440926e-001
1.044399999999903e+000	1.044400e+000	3.442355e-001
1.044499999999903e+000	1.044500e+000	3.443785e-001
1.044599999999903e+000	1.044600e+000	3.445214e-001
1.044699999999903e+000	1.044700e+000	3.446644e-001
1.044799999999903e+000	1.044800e+000	3.448074e-001
1.044899999999903e+000	1.044900e+000	3.449503e-001
1.044999999999903e+000	1.045000e+000	3.450933e-001
1.045099999999903e+000	1.045100e+000	3.452363e-001
1.045199999999903e+000	1.045200e+000	3.453794e-001
1.045299999999903e+000	1.045300e+000	3.455224e-001
1.045399999999903e+000	1.045400e+000	3.456654e-001
1.045499999999903e+000	1.045500e+000	3.458084e-001
1.045599999999903e+000	1.045600e+000	3.459515e-001
1.045699999999903e+000	1.045700e+000	3.460946e-001
1.045799999999903e+000	1.045800e+000	3.462377e-001
1.045899999999903e+000	1.045900e+000	3.463808e-001
1.045999999999903e+000	1.046000e+000	3.465239e-001
1.046099999999903e+000	1.046100e+000	3.466670e-001
1.046199999999903e+000	1.046200e+000	3.468101e-001
1.046299999999903e+000	1.046300e+000	3.469532e-001
1.046399999999903e+000	1.046400e+000	3.470964e-001
1.046499999999903e+000	1.046500e+000	3.472395e-001
1.046599999999903e+000	1.046600e+000	3.473827e-001
1.046699999999903e+000	1.046700e+000	3.475259e-001
1.046799999999903e+000	1.046800e+000	3.476691e-001
